Product_Category,Region,Age_Group,Gender,Month,Sales_Amount,Units_Sold,Customer_Rating
Clothing,Europe,35-44,Non-binary,July,366.96,99,4.8
Home Appliances,Asia-Pacific,35-44,Male,February,173.18,96,3.2
Sports Equipment,Europe,25-34,Non-binary,May,997.13,1,3.0
Clothing,Africa,25-34,Male,October,378.07,42,4.4
Sports Equipment,Europe,65+,Non-binary,July,388.97,22,1.7
Clothing,Africa,65+,Female,November,548.72,72,4.0
Beauty Products,Latin America,45-54,Male,September,926.05,25,4.5
Books,North America,65+,Non-binary,April,996.03,45,3.7
Home Appliances,North America,18-24,Male,February,48.46,88,1.4
Books,Africa,45-54,Female,February,788.58,68,3.1
Home Appliances,Middle East,65+,Female,June,289.4,74,3.8
Electronics,Asia-Pacific,25-34,Non-binary,January,650.71,41,1.7
Books,Latin America,35-44,Female,October,379.01,44,1.9
Clothing,Latin America,35-44,Non-binary,January,37.25,30,4.4
Beauty Products,Africa,65+,Male,May,437.33,54,4.5
Electronics,Africa,25-34,Male,January,847.65,95,2.2
Beauty Products,Latin America,18-24,Female,October,936.27,97,2.6
Clothing,Europe,65+,Non-binary,August,380.27,43,4.9
Home Appliances,Europe,25-34,Male,July,274.53,87,4.8
Sports Equipment,Latin America,35-44,Male,March,490.71,73,2.5
Beauty Products,North America,45-54,Male,June,623.26,21,2.6
Books,Latin America,35-44,Male,November,789.28,3,4.1
Home Appliances,North America,18-24,Male,December,552.82,41,2.0
Books,Africa,35-44,Non-binary,September,89.54,85,1.2
Clothing,North America,45-54,Non-binary,September,296.06,23,4.1
Clothing,Africa,25-34,Non-binary,September,90.86,68,4.9
Clothing,Africa,25-34,Male,October,606.06,11,2.8
Sports Equipment,North America,35-44,Male,October,552.43,77,4.2
Electronics,Africa,45-54,Non-binary,July,890.51,68,3.5
Books,Europe,55-64,Female,October,908.06,36,1.8
Clothing,Africa,55-64,Male,July,261.08,64,1.7
Clothing,Latin America,25-34,Female,January,337.47,66,4.0
Home Appliances,Latin America,35-44,Male,January,610.37,5,3.7
Electronics,Europe,55-64,Female,June,195.62,75,1.2
Books,North America,65+,Female,February,675.41,90,3.8
Electronics,Europe,25-34,Non-binary,December,281.75,7,1.2
Sports Equipment,Africa,45-54,Male,May,381.93,30,2.6
Books,Middle East,25-34,Male,January,153.34,21,4.7
Books,North America,25-34,Male,April,423.34,89,2.1
Beauty Products,Middle East,65+,Male,June,532.35,79,3.2
Home Appliances,Latin America,45-54,Non-binary,February,192.28,100,4.8
Beauty Products,Europe,45-54,Male,April,945.59,17,4.9
Books,Middle East,65+,Non-binary,November,941.91,7,1.1
Books,Europe,55-64,Non-binary,July,142.7,55,2.5
Books,Latin America,35-44,Male,November,21.64,48,4.4
Home Appliances,North America,55-64,Non-binary,October,226.35,11,1.7
Books,North America,18-24,Female,November,207.63,50,2.3
Clothing,North America,35-44,Non-binary,January,92.62,78,3.4
Beauty Products,Europe,55-64,Female,November,824.31,48,1.6
Books,Africa,18-24,Male,September,484.72,50,2.6
Sports Equipment,Europe,65+,Non-binary,November,949.96,95,3.8
Clothing,Europe,55-64,Male,November,328.08,17,2.7
Beauty Products,Asia-Pacific,35-44,Male,February,758.88,44,4.2
Home Appliances,Africa,25-34,Female,January,332.94,99,4.7
Clothing,Latin America,18-24,Non-binary,March,175.86,6,1.8
Sports Equipment,Europe,65+,Non-binary,September,739.2,83,2.0
Books,North America,65+,Non-binary,July,159.91,5,1.2
Books,Middle East,25-34,Male,May,408.94,90,2.2
Electronics,Latin America,45-54,Female,November,377.95,69,1.7
Books,Europe,45-54,Female,February,413.43,32,2.7
Beauty Products,Europe,65+,Male,January,534.87,13,3.6
Books,Europe,18-24,Female,March,570.44,91,4.1
Books,Middle East,65+,Non-binary,September,562.08,1,2.2
Books,Europe,25-34,Female,September,39.75,13,1.7
Home Appliances,Europe,65+,Non-binary,April,134.74,88,1.2
Books,Middle East,55-64,Male,January,905.69,57,1.7
Home Appliances,Latin America,45-54,Non-binary,August,356.76,88,5.0
Books,Middle East,45-54,Non-binary,November,606.61,8,1.7
Sports Equipment,Asia-Pacific,55-64,Male,May,622.63,69,2.4
Home Appliances,Middle East,35-44,Female,June,633.05,28,2.1
Electronics,Africa,65+,Female,December,722.87,15,4.5
Books,Europe,65+,Non-binary,July,123.02,8,4.7
Beauty Products,North America,65+,Male,November,261.17,72,3.7
Books,Middle East,25-34,Non-binary,April,62.82,8,2.9
Electronics,Africa,45-54,Non-binary,October,374.92,79,3.4
Books,North America,45-54,Male,June,600.41,74,3.8
Home Appliances,Europe,18-24,Non-binary,December,576.36,45,4.3
Sports Equipment,Africa,35-44,Non-binary,September,885.85,20,3.7
Electronics,Europe,18-24,Male,August,431.73,35,3.0
Beauty Products,Middle East,55-64,Male,July,980.0,42,2.9
Electronics,Latin America,45-54,Male,October,976.66,76,2.2
Sports Equipment,Middle East,65+,Non-binary,May,821.53,85,3.4
Books,Asia-Pacific,35-44,Female,October,894.35,37,3.9
Clothing,Africa,45-54,Non-binary,February,648.4,14,3.4
Home Appliances,Latin America,45-54,Male,August,310.87,63,3.3
Beauty Products,Europe,65+,Male,October,974.94,30,2.8
Home Appliances,Latin America,35-44,Non-binary,December,666.85,64,2.6
Beauty Products,Middle East,65+,Male,May,509.59,71,2.2
Home Appliances,Middle East,35-44,Male,May,418.67,8,2.5
Clothing,Europe,55-64,Male,October,472.23,77,4.6
Electronics,North America,35-44,Non-binary,May,140.83,49,3.2
Beauty Products,Asia-Pacific,25-34,Male,September,211.72,67,2.3
Books,Latin America,18-24,Male,February,566.51,57,3.8
Beauty Products,North America,55-64,Female,April,943.2,54,4.1
Books,Latin America,55-64,Male,May,837.3,70,3.7
Beauty Products,Middle East,18-24,Female,July,10.4,13,3.9
Sports Equipment,Africa,55-64,Non-binary,January,12.28,40,3.6
Electronics,Middle East,35-44,Non-binary,June,182.52,23,1.4
Beauty Products,Middle East,35-44,Female,April,477.45,11,3.6
Electronics,North America,45-54,Male,October,35.13,28,2.5
Clothing,Asia-Pacific,45-54,Female,May,79.48,85,2.3
Books,Africa,65+,Male,April,106.49,50,2.6
Clothing,Middle East,25-34,Female,September,588.89,90,4.9
Home Appliances,North America,18-24,Non-binary,May,729.57,16,2.1
Clothing,Latin America,35-44,Female,April,988.83,57,3.7
Electronics,Asia-Pacific,65+,Non-binary,December,186.48,91,2.6
Clothing,Middle East,18-24,Non-binary,November,515.95,41,2.9
Sports Equipment,Middle East,55-64,Non-binary,March,450.48,45,4.2
Beauty Products,Europe,18-24,Non-binary,May,867.17,67,1.9
Beauty Products,North America,65+,Female,June,745.89,16,1.5
Home Appliances,Middle East,65+,Male,March,385.11,73,4.2
Electronics,Europe,18-24,Non-binary,March,118.03,92,1.5
Electronics,North America,18-24,Male,January,624.04,89,3.0
Sports Equipment,Africa,45-54,Female,January,540.69,75,4.9
Beauty Products,Latin America,45-54,Male,April,84.33,56,2.1
Home Appliances,North America,25-34,Male,December,31.18,93,4.1
Home Appliances,Europe,45-54,Female,August,662.86,99,3.0
Home Appliances,Latin America,35-44,Non-binary,November,583.55,76,4.9
Sports Equipment,Africa,35-44,Female,December,163.83,38,2.2
Beauty Products,Middle East,18-24,Female,December,25.44,32,2.5
Home Appliances,Asia-Pacific,18-24,Female,March,383.88,8,4.9
Books,North America,25-34,Non-binary,October,884.29,19,2.9
Beauty Products,Africa,25-34,Non-binary,May,10.21,19,3.0
Clothing,Latin America,45-54,Female,September,745.32,70,2.7
Electronics,Asia-Pacific,18-24,Non-binary,June,829.15,18,4.5
Beauty Products,Africa,18-24,Female,May,292.43,23,2.3
Home Appliances,Latin America,25-34,Non-binary,September,248.25,80,4.6
Beauty Products,Middle East,18-24,Male,January,847.33,20,2.1
Home Appliances,Europe,65+,Female,June,910.4,53,1.4
Clothing,Europe,35-44,Male,May,229.73,93,4.9
Beauty Products,Middle East,35-44,Male,March,193.77,61,2.1
Books,Asia-Pacific,18-24,Male,June,166.76,98,1.7
Books,Africa,55-64,Male,February,260.12,25,4.9
Sports Equipment,Middle East,45-54,Female,December,738.23,1,2.9
Sports Equipment,Asia-Pacific,35-44,Non-binary,August,137.83,39,3.9
Sports Equipment,Middle East,35-44,Non-binary,January,652.13,82,4.9
Beauty Products,North America,18-24,Non-binary,April,519.26,27,3.0
Home Appliances,Latin America,18-24,Male,February,157.5,83,4.1
Beauty Products,Asia-Pacific,18-24,Non-binary,October,417.78,54,2.3
Books,Africa,25-34,Non-binary,July,604.04,11,1.2
Sports Equipment,Africa,35-44,Non-binary,June,385.01,82,3.7
Sports Equipment,North America,55-64,Female,June,724.56,4,4.7
Home Appliances,Middle East,45-54,Male,July,642.76,61,1.7
Beauty Products,Europe,55-64,Male,May,739.56,37,3.3
Home Appliances,Asia-Pacific,45-54,Male,December,879.41,25,3.8
Home Appliances,Europe,45-54,Male,June,682.27,15,4.1
Clothing,North America,25-34,Male,November,919.85,99,1.6
Electronics,Asia-Pacific,45-54,Female,February,857.41,79,2.0
Beauty Products,Latin America,18-24,Male,May,385.7,61,1.5
Clothing,North America,18-24,Non-binary,May,836.54,22,1.6
Home Appliances,Middle East,55-64,Non-binary,November,446.45,11,1.5
Books,Latin America,65+,Female,August,312.99,35,2.4
Beauty Products,Middle East,45-54,Female,November,892.62,79,2.6
Sports Equipment,Africa,35-44,Non-binary,May,317.46,26,1.5
Beauty Products,Middle East,25-34,Female,June,94.58,94,4.4
Books,Africa,65+,Non-binary,May,173.36,28,4.1
Books,Europe,55-64,Female,November,693.14,16,1.4
Home Appliances,Africa,35-44,Male,December,173.36,69,1.4
Books,Europe,55-64,Male,July,500.6,37,3.0
Home Appliances,Africa,55-64,Female,April,968.48,58,4.5
Sports Equipment,Africa,45-54,Non-binary,June,702.02,78,4.1
Electronics,Asia-Pacific,65+,Female,January,507.45,72,3.1
Electronics,North America,25-34,Female,May,670.11,28,4.8
Books,Africa,35-44,Non-binary,August,579.74,92,1.8
Books,Latin America,45-54,Female,July,690.53,89,4.8
Sports Equipment,Latin America,55-64,Male,November,892.75,100,3.7
Beauty Products,Africa,45-54,Male,February,927.12,93,2.8
Sports Equipment,Europe,65+,Male,January,743.61,21,1.3
Home Appliances,Latin America,55-64,Female,April,222.87,57,2.8
Clothing,Africa,45-54,Male,March,41.61,38,5.0
Home Appliances,Europe,65+,Female,July,138.53,77,1.4
Sports Equipment,Europe,45-54,Female,November,660.54,51,3.2
Home Appliances,Asia-Pacific,65+,Male,June,83.74,91,2.8
Sports Equipment,Middle East,18-24,Non-binary,April,960.75,62,4.5
Beauty Products,Europe,25-34,Female,May,576.43,70,3.1
Clothing,Latin America,55-64,Non-binary,February,61.92,6,1.2
Sports Equipment,Europe,18-24,Female,October,27.94,78,1.1
Sports Equipment,Europe,65+,Non-binary,August,496.03,92,4.1
Clothing,Africa,25-34,Non-binary,May,739.38,42,4.8
Books,North America,45-54,Male,June,725.34,83,4.5
Clothing,Asia-Pacific,55-64,Female,September,161.93,7,1.7
Electronics,Latin America,25-34,Non-binary,December,69.81,31,4.8
Home Appliances,Europe,55-64,Female,August,678.3,52,4.6
Electronics,North America,35-44,Female,June,58.1,43,3.8
Books,Latin America,45-54,Non-binary,September,873.42,32,4.9
Beauty Products,North America,25-34,Male,January,563.22,92,2.5
Sports Equipment,Asia-Pacific,45-54,Non-binary,December,916.34,8,1.9
Home Appliances,Asia-Pacific,55-64,Male,December,717.5,58,3.6
Clothing,Middle East,18-24,Female,October,61.95,44,2.8
Beauty Products,Africa,35-44,Female,December,666.9,26,4.4
Clothing,Europe,45-54,Male,September,130.38,50,1.3
Beauty Products,Europe,35-44,Female,May,574.63,41,2.4
Sports Equipment,North America,65+,Female,July,751.44,82,1.4
Books,Latin America,55-64,Female,July,152.37,55,2.5
Electronics,North America,65+,Non-binary,June,556.54,11,2.7
Electronics,Middle East,55-64,Non-binary,October,664.16,70,4.7
Books,Africa,18-24,Male,March,850.53,9,1.4
Books,Europe,25-34,Non-binary,July,422.42,54,3.2
Beauty Products,Latin America,55-64,Non-binary,March,97.71,64,4.7
Clothing,North America,18-24,Male,July,386.6,72,2.2
Clothing,Africa,65+,Male,November,717.48,5,1.8
Home Appliances,Latin America,35-44,Female,May,108.94,56,4.5
Sports Equipment,North America,65+,Non-binary,December,242.05,14,2.1
Beauty Products,North America,35-44,Female,July,834.81,60,4.3
Home Appliances,Europe,65+,Male,February,333.55,31,4.0
Home Appliances,Latin America,25-34,Male,August,184.75,68,4.2
Books,Europe,65+,Male,January,488.09,32,4.0
Electronics,Latin America,55-64,Male,August,317.72,33,2.6
Home Appliances,Middle East,35-44,Male,September,470.33,17,2.3
Beauty Products,Asia-Pacific,35-44,Female,November,252.57,94,3.2
Clothing,Asia-Pacific,45-54,Male,August,95.9,83,4.9
Books,Latin America,45-54,Non-binary,September,820.34,13,2.2
Sports Equipment,Asia-Pacific,65+,Non-binary,June,707.13,96,3.9
Books,Asia-Pacific,18-24,Male,February,458.14,22,5.0
Books,North America,65+,Non-binary,June,777.62,43,2.0
Electronics,Middle East,35-44,Female,November,701.81,76,2.2
Books,Latin America,45-54,Female,August,73.78,4,2.7
Electronics,Middle East,18-24,Male,October,205.02,26,4.7
Clothing,Asia-Pacific,55-64,Female,July,733.06,64,3.6
Electronics,Middle East,55-64,Male,May,138.91,74,1.3
Books,Latin America,55-64,Non-binary,March,294.91,7,3.9
Clothing,Europe,45-54,Male,April,455.12,71,2.3
Home Appliances,Middle East,25-34,Female,April,192.94,58,4.1
Beauty Products,Africa,65+,Female,June,627.72,33,1.3
Clothing,North America,35-44,Male,August,556.51,94,2.7
Home Appliances,North America,18-24,Male,May,942.62,9,3.7
Electronics,Middle East,45-54,Female,August,175.89,6,3.5
Electronics,Middle East,45-54,Female,April,993.86,28,2.4
Clothing,Latin America,25-34,Non-binary,July,549.41,8,2.6
Sports Equipment,Latin America,35-44,Male,January,291.29,51,4.2
Home Appliances,Asia-Pacific,65+,Non-binary,October,428.68,3,1.8
Sports Equipment,Africa,25-34,Female,November,487.93,18,2.7
Books,Middle East,65+,Non-binary,December,810.35,31,4.2
Clothing,Europe,55-64,Non-binary,July,486.82,36,2.3
Clothing,Asia-Pacific,55-64,Male,May,718.11,35,2.7
Books,Asia-Pacific,55-64,Female,August,958.98,99,3.2
Sports Equipment,North America,35-44,Female,April,692.29,20,4.5
Beauty Products,Middle East,25-34,Male,November,32.65,20,3.9
Home Appliances,Africa,55-64,Female,June,615.94,22,2.0
Electronics,Latin America,18-24,Non-binary,June,258.16,23,4.9
Beauty Products,Latin America,18-24,Male,February,285.8,92,1.9
Clothing,Africa,65+,Female,May,877.74,8,2.6
Books,Latin America,65+,Non-binary,February,509.6,62,4.6
Sports Equipment,Africa,25-34,Male,April,487.41,10,1.4
Clothing,Middle East,18-24,Non-binary,March,222.35,12,5.0
Sports Equipment,Africa,18-24,Female,January,724.73,20,2.6
Home Appliances,Middle East,55-64,Non-binary,April,965.04,91,2.0
Electronics,North America,65+,Non-binary,September,602.17,24,1.8
Electronics,Latin America,45-54,Non-binary,January,418.92,17,4.3
Electronics,Asia-Pacific,55-64,Female,June,199.35,54,4.6
Home Appliances,Latin America,45-54,Female,September,75.95,89,3.4
Electronics,Africa,45-54,Male,January,67.78,70,4.3
Clothing,Africa,18-24,Male,April,705.62,78,2.1
Home Appliances,Europe,45-54,Female,January,400.18,66,3.9
Electronics,Africa,65+,Female,December,574.8,97,4.7
Sports Equipment,Europe,45-54,Female,January,825.34,18,4.1
Books,Europe,55-64,Non-binary,January,452.52,81,2.5
Books,North America,25-34,Non-binary,November,43.6,39,2.2
Electronics,Asia-Pacific,25-34,Female,April,185.28,62,2.7
Beauty Products,Europe,35-44,Male,January,200.64,66,3.6
Electronics,Europe,25-34,Non-binary,February,733.91,20,2.3
Sports Equipment,Middle East,35-44,Female,November,326.49,93,2.0
Clothing,North America,35-44,Female,April,180.01,67,2.1
Beauty Products,Africa,65+,Female,February,232.97,85,1.7
Beauty Products,Asia-Pacific,55-64,Male,February,266.7,1,2.1
Clothing,Europe,65+,Female,August,871.83,15,3.4
Electronics,Europe,18-24,Female,January,813.21,16,3.4
Beauty Products,Middle East,25-34,Male,January,425.93,26,2.2
Clothing,North America,35-44,Male,August,519.39,29,4.6
Home Appliances,Europe,18-24,Female,December,971.12,43,3.6
Clothing,Latin America,45-54,Non-binary,September,648.19,56,3.4
Sports Equipment,Latin America,35-44,Non-binary,August,274.66,1,4.5
Electronics,Europe,18-24,Non-binary,April,186.04,35,4.3
Sports Equipment,Middle East,45-54,Non-binary,August,671.45,87,4.8
Home Appliances,Middle East,18-24,Non-binary,July,335.03,16,3.2
Home Appliances,Africa,35-44,Non-binary,November,118.56,9,3.2
Electronics,Latin America,45-54,Non-binary,March,74.97,47,3.6
Beauty Products,Europe,25-34,Non-binary,November,378.02,100,1.1
Home Appliances,North America,65+,Non-binary,December,873.44,100,2.2
Books,Middle East,18-24,Male,March,383.38,94,2.3
Sports Equipment,North America,45-54,Male,December,871.06,48,1.5
Beauty Products,Latin America,25-34,Female,December,161.18,73,2.2
Sports Equipment,Africa,25-34,Non-binary,November,638.06,72,4.4
Beauty Products,North America,65+,Non-binary,January,296.65,32,3.4
Clothing,Africa,18-24,Non-binary,December,959.67,43,4.5
Clothing,Europe,35-44,Non-binary,August,395.37,54,1.8
Home Appliances,Asia-Pacific,55-64,Female,April,841.99,62,1.2
Clothing,Africa,35-44,Male,December,528.13,82,1.2
Beauty Products,Asia-Pacific,45-54,Non-binary,November,464.75,63,1.1
Clothing,Latin America,18-24,Non-binary,May,912.63,81,1.8
Books,Latin America,35-44,Female,October,637.73,16,4.8
Books,North America,55-64,Male,August,488.81,47,1.6
Beauty Products,Middle East,18-24,Female,March,779.82,85,2.1
Electronics,Middle East,18-24,Female,December,857.86,28,1.5
Electronics,Latin America,25-34,Male,September,622.02,27,1.9
Beauty Products,Asia-Pacific,18-24,Male,December,659.74,83,1.4
Electronics,Africa,25-34,Non-binary,February,229.86,84,1.4
Beauty Products,Asia-Pacific,18-24,Female,April,399.68,78,3.9
Home Appliances,North America,65+,Female,March,76.77,83,1.1
Clothing,Africa,65+,Female,June,608.73,24,2.6
Clothing,Europe,35-44,Male,August,441.07,43,4.5
Books,North America,45-54,Female,November,753.65,57,3.8
Clothing,Middle East,65+,Non-binary,May,972.04,18,4.4
Books,Europe,25-34,Male,October,458.29,26,3.4
Clothing,Africa,45-54,Male,September,678.81,34,2.8
Sports Equipment,Africa,55-64,Female,September,833.53,71,2.9
Beauty Products,Middle East,35-44,Non-binary,April,676.11,35,3.7
Home Appliances,Asia-Pacific,18-24,Non-binary,February,302.23,79,4.2
Books,Africa,18-24,Non-binary,April,237.78,73,1.5
Home Appliances,Middle East,18-24,Male,May,594.68,5,2.1
Clothing,North America,45-54,Non-binary,June,969.34,89,4.3
Electronics,Middle East,25-34,Male,January,674.15,89,1.2
Books,Asia-Pacific,18-24,Female,January,861.07,84,4.5
Electronics,North America,18-24,Male,December,10.04,39,3.2
Sports Equipment,Europe,45-54,Non-binary,September,552.45,81,4.6
Home Appliances,North America,35-44,Female,July,875.1,63,1.0
Electronics,Asia-Pacific,25-34,Male,March,609.38,46,1.3
Books,Africa,65+,Female,March,820.03,61,3.9
Clothing,Middle East,35-44,Male,February,176.17,6,1.7
Clothing,North America,55-64,Non-binary,April,998.69,96,4.2
Sports Equipment,Asia-Pacific,18-24,Male,March,335.4,7,3.7
Books,Latin America,55-64,Male,December,151.83,41,3.7
Home Appliances,Asia-Pacific,55-64,Non-binary,January,901.9,9,1.7
Home Appliances,North America,55-64,Non-binary,April,298.08,76,1.9
